ist	VAFIN	sein	O
das	PDS	die	O
denn	ADV	denn	O
?	$.	?	O
)	$(	)	O

Das	PDS	die	O
eigentlich	ADV	eigentlich	O
Unredliche	NN	Unredliche	O
an	APPR	an	O
der	ART	die	O
Argumentation	NN	Argumentation	O
ist	VAFIN	sein	O
,	$,	,	O
dass	KOUS	dass	O
Sie	PPER	Sie	O
den	ART	die	O
Eindruck	NN	Eindruck	O
erwecken	VVINF	erwecken	O
,	$,	,	O
dass	KOUS	dass	O
das	ART	die	O
Konzept	NN	Konzept	O
der	ART	die	O
privilegierten	ADJA	privilegiert	O
Partnerschaft	NN	Partnerschaft	O
im	APPRART	in	O
Grunde	NN	Grund	O
nichts	PIS	nichts	O
weiter	PTKVZ	weiter	O
als	KOKOM	als	O
ein	ART	eine	O
glattes	ADJA	glatt	O
Nein	NN	Nein	O
gegenüber	APPR	gegenüber	O
der	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
ist	VAFIN	sein	O
.	$.	.	O

(	$(	(	O
Claudia	NE	Claudia	B-EntityPER
Roth	NE	Roth	I-EntityPER
[	$(	[	O
Augsburg	NE	Augsburg	B-EntityLOC
]	$(	]	O
[	$(	[	O
BÜNDNIS	NN	Bündnis	B-EntityORG
90	CARD	90	I-EntityORG
/	$(	/	I-EntityORG
DIE	NN	DIE	I-EntityORG
GRÜNEN	NN	Grüne	I-EntityORG
]	$(	]	O
:	$.	:	O
Das	PDS	die	O
ist	VAFIN	sein	O
es	PPER	es	O
ja	ADV	ja	O
auch	ADV	auch	O
!	$.	!	O
)	$(	)	O

Das	PDS	die	O
ist	VAFIN	sein	O
nicht	PTKNEG	nicht	O
redlich	ADJD	redlich	O
,	$,	,	O
weil	KOUS	weil	O
die	ART	die	O
privilegierte	ADJA	privilegiert	O
Partnerschaft	NN	Partnerschaft	O
ein	ART	eine	O
Konzept	NN	Konzept	O
ist	VAFIN	sein	O
,	$,	,	O
das	PRELS	die	O
der	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
einzigartige	ADJA	einzigartig	O
Beziehungen	NN	Beziehung	O
intensivster	ADJA	intensiv	O
Art	NN	Art	O
mit	APPR	mit	O
der	ART	die	B-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
in	APPR	in	O
Aussicht	NN	Aussicht	O
stellt	VVFIN	stellen	O
.	$.	.	O

(	$(	(	O
Uta	NE	Uta	B-EntityPER
Zapf	NN	Zapf	I-EntityPER
[	$(	[	O
SPD	NE	SPD	B-EntityORG
]	$(	]	O
:	$.	:	O
Hat	VAFIN	haben	O
sie	PPER	sie	O
doch	ADV	doch	O
schon	ADV	schon	O
!	$.	!	O
)	$(	)	O

Genau	ADV	Genau	O
diesen	PDAT	dies	O
Weg	NN	Weg	O
halten	VVFIN	halten	O
wir	PPER	wir	O
als	KOKOM	als	O
Alternativweg	NN	Alternativweg	O
für	APPR	für	O
wichtig	ADJD	wichtig	O
,	$,	,	O
um	KOUI	um	O
ein	ART	eine	O
Scheitern	NN	Scheitern	O
und	KON	und	O
eine	ART	eine	O
Katastrophe	NN	Katastrophe	O
zu	PTKZU	zu	O
verhindern	VVINF	verhindern	O
.	$.	.	O

Deshalb	PAV	deshalb	O
ist	VAFIN	sein	O
Ihre	PPOSAT	ihr	O
Argumentation	NN	Argumentation	O
an	APPR	an	O
dieser	PDAT	dies	O
Stelle	NN	Stelle	O
nicht	PTKNEG	nicht	O
in	APPR	in	O
Ordnung	NN	Ordnung	O
.	$.	.	O

(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
CDU	NE	CDU	I-EntityORG
/	$(	/	I-EntityORG
CSU	NE	CSU	I-EntityORG
)	$(	)	O
Meine	PPOSAT	mein	B-EntityPER
Damen	NN	Dame	I-EntityPER
und	KON	und	I-EntityPER
Herren	NN	Herr	I-EntityPER
,	$,	,	O
es	PPER	es	O
ist	VAFIN	sein	O
doch	ADV	doch	O
wahr	ADJD	wahr	O
-	$(	-	O
das	PDS	die	O
wissen	VVFIN	wissen	O
doch	ADV	doch	O
auch	ADV	auch	O
Sie	PPER	Sie	O
-	$(	-	O
:	$.	:	O
Seitdem	KOUS	seitdem	O
die	ART	die	O
privilegierte	ADJA	privilegiert	O
Partnerschaft	NN	Partnerschaft	O
als	KOKOM	als	O
ein	ART	eine	O
dritter	ADJA	dritt	O
Weg	NN	Weg	O
im	APPRART	in	O
Raum	NN	Raum	O
ist	VAFIN	sein	O
,	$,	,	O
ist	VAFIN	sein	O
die	ART	die	O
Diskussion	NN	Diskussion	O
in	APPR	in	O
Europa	NE	Europa	B-EntityLOC
weitergegangen	VVPP	weitergehen	O
.	$.	.	O

Schauen	VVFIN	schauen	O
Sie	PPER	Sie	O
sich	PRF	sich	O
die	ART	die	O
Debatten	NN	Debatte	O
in	APPR	in	O
der	ART	die	B-EntityORG
französischen	ADJA	französisch	I-EntityORG
Nationalversammlung	NN	Nationalversammlung	I-EntityORG
an	PTKVZ	an	O
!	$.	!	O

Schauen	VVFIN	schauen	O
Sie	PPER	Sie	O
sich	PRF	sich	O
an	PTKVZ	an	O
,	$,	,	O
was	PRELS	was	O
selbst	ADV	selbst	O
der	ART	die	B-EntityPER
französische	ADJA	französisch	I-EntityPER
Präsident	NN	Präsident	I-EntityPER
auf	APPR	auf	O
dem	ART	die	O
deutsch-französischen	ADJA	deutsch-französisch	O
Gipfel	NN	Gipfel	O
in	APPR	in	O
Lübeck	NE	Lübeck	B-EntityLOC
gesagt	VVPP	sagen	O
hat	VAFIN	haben	O
!	$.	!	O

Alle	PIS	alle	O
wissen	VVFIN	wissen	O
,	$,	,	O
dass	KOUS	dass	O
es	PPER	es	O
im	APPRART	in	O
Grunde	NN	Grund	O
richtig	ADJD	richtig	O
wäre	VAFIN	sein	O
,	$,	,	O
eine	ART	eine	O
Alternative	NN	Alternative	O
,	$,	,	O
eine	ART	eine	O
privilegierte	ADJA	privilegiert	O
Partnerschaft	NN	Partnerschaft	O
,	$,	,	O
die	PRELS	die	O
wir	PPER	wir	O
für	APPR	für	O
die	ART	die	O
richtige	ADJA	richtig	O
halten	VVINF	halten	O
,	$,	,	O
als	KOKOM	als	O
Option	NN	Option	O
im	APPRART	in	O
Auge	NN	Auge	O
zu	PTKZU	zu	O
haben	VAINF	haben	O
,	$,	,	O
(	$(	(	O
Gernot	NE	Gernot	B-EntityPER
Erler	NE	Erler	I-EntityPER
[	$(	[	O
SPD	NE	SPD	B-EntityORG
]	$(	]	O
:	$.	:	O
Was	PWS	was	O
heißt	VVFIN	heißen	O
denn	ADV	denn	O
"	$(	"	O
privilegierte	ADJA	privilegiert	O
Partnerschaft	NN	Partnerschaft	O
"	$(	"	O
?	$.	?	O

Sie	PPER	Sie	O
wissen	VVFIN	wissen	O
doch	ADV	doch	O
selber	ADV	selber	O
nicht	PTKNEG	nicht	O
,	$,	,	O
was	PRELS	was	O
das	PDS	die	O
ist	VAFIN	sein	O
!	$.	!	O
)	$(	)	O

nicht	PTKNEG	nicht	O
von	APPR	von	O
einem	ART	eine	O
Beitrittsautomatismus	NN	Beitrittsautomatismus	O
zu	PTKZU	zu	O
sprechen	VVINF	sprechen	O
und	KON	und	O
ansonsten	ADV	ansonsten	O
das	ART	die	O
Ganze	NN	Ganze	O
,	$,	,	O
was	PRELS	was	O
da	ADV	da	O
passiert	VVPP	passieren	O
,	$,	,	O
offen	ADJD	offen	O
zu	PTKZU	zu	O
lassen	VVINF	lassen	O
.	$.	.	O

(	$(	(	O
Volker	NE	Volker	B-EntityPER
Beck	NE	Beck	I-EntityPER
[	$(	[	O
Köln	NE	Köln	B-EntityLOC
]	$(	]	O
[	$(	[	O
BÜNDNIS	NN	Bündnis	B-EntityORG
90	CARD	90	I-EntityORG
/	$(	/	I-EntityORG
DIE	NN	DIE	I-EntityORG
GRÜNEN	NN	Grüne	I-EntityORG
]	$(	]	O
:	$.	:	O
Was	PWS	was	O
ist	VAFIN	sein	O
denn	ADV	denn	O
jetzt	ADV	jetzt	O
diese	PDAT	dies	O
privilegierte	ADJA	privilegiert	O
Partnerschaft	NN	Partnerschaft	O
?	$.	?	O

Sagen	VVFIN	sagen	O
Sie	PPER	Sie	O
doch	ADV	doch	O
mal	ADV	mal	O
,	$,	,	O
was	PRELS	was	O
das	PDS	die	O
ist	VAFIN	sein	O
!	$.	!	O
)	$(	)	O

Ich	PPER	ich	O
glaube	VVFIN	glauben	O
,	$,	,	O
wir	PPER	wir	O
alle	PIS	alle	O
sind	VAFIN	sein	O
uns	PPER	wir	O
darüber	PAV	darüber	O
im	APPRART	in	O
Klaren	NN	Klare	O
-	$(	-	O
egal	ADJD	egal	O
welche	PIAT	welche	O
Haltung	NN	Haltung	O
die	ART	die	O
einzelnen	ADJA	einzeln	O
Kolleginnen	NN	Kollegin	O
und	KON	und	O
Kollegen	NN	Kollege	O
haben	VAFIN	haben	O
-	$(	-	O
,	$,	,	O
dass	KOUS	dass	O
die	ART	die	O
Entscheidung	NN	Entscheidung	O
des	ART	die	B-EntityORG
Rates	NN	Rat	I-EntityORG
zur	APPRART	zu	O
Aufnahme	NN	Aufnahme	O
von	APPR	von	O
Beitrittsverhandlungen	NN	Beitrittsverhandlung	O
zwischen	APPR	zwischen	O
der	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
und	KON	und	O
Europa	NE	Europa	B-EntityORG
von	APPR	von	O
historischer	ADJA	historisch	O
Bedeutung	NN	Bedeutung	O
für	APPR	für	O
die	ART	die	B-EntityORG
Europäische	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
ist	VAFIN	sein	O
.	$.	.	O

Wer	PWS	wer	O
das	PDS	die	O
wegdrückt	VVFIN	wegdrücken	O
,	$,	,	O
wer	PWS	wer	O
sich	PRF	sich	O
dessen	PDS	die	O
nicht	PTKNEG	nicht	O
bewusst	ADJD	bewusst	O
ist	VAFIN	sein	O
und	KON	und	O
wer	PWS	wer	O
versucht	VVFIN	versuchen	O
,	$,	,	O
an	APPR	an	O
einem	ART	eine	O
solchen	PIAT	solche	O
Vorabend	NN	Vorabend	O
keine	PIAT	keine	O
Debatte	NN	Debatte	O
stattfinden	VVINF	stattfinden	O
zu	PTKZU	zu	O
lassen	VVINF	lassen	O
,	$,	,	O
dem	PDS	die	O
sage	VVFIN	sagen	O
ich	PPER	ich	O
,	$,	,	O
dass	KOUS	dass	O
er	PPER	er	O
dieser	PDAT	dies	O
Aufgabe	NN	Aufgabe	O
nicht	PTKNEG	nicht	O
gerecht	VVPP	rechen	O
wird	VAFIN	werden	O
und	KON	und	O
den	ART	die	O
Menschen	NN	Mensch	O
Sand	NN	Sand	O
in	APPR	in	O
die	ART	die	O
Augen	NN	Auge	O
streut	VVFIN	streuen	O
.	$.	.	O

(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
CDU	NE	CDU	I-EntityORG
/	$(	/	I-EntityORG
CSU	NE	CSU	I-EntityORG
)	$(	)	O
Die	ART	die	O
Diskussion	NN	Diskussion	O
hat	VAFIN	haben	O
sich	PRF	sich	O
aus	APPR	aus	O
meiner	PPOSAT	mein	O
Sicht	NN	Sicht	O
völlig	ADJD	völlig	O
verengt	VVPP	verengen	O
.	$.	.	O

(	$(	(	O
Uta	NE	Uta	B-EntityPER
Zapf	NN	Zapf	I-EntityPER
[	$(	[	O
SPD	NE	SPD	B-EntityORG
]	$(	]	O
:	$.	:	O
Sie	PPER	Sie	O
haben	VAFIN	haben	O
die	ART	die	O
Diskussion	NN	Diskussion	O
verengt	VVPP	verengen	O
!	$.	!	O
)	$(	)	O

Es	PPER	es	O
wird	VAFIN	werden	O
so	ADV	so	O
getan	VVPP	tun	O
,	$,	,	O
als	KOUS	als	O
ginge	VVFIN	gehen	O
es	PPER	es	O
nur	ADV	nur	O
um	APPR	um	O
die	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
.	$.	.	O

Im	APPRART	in	O
Wesentlichen	NN	Wesentliche	O
geht	VVFIN	gehen	O
es	PPER	es	O
aber	ADV	aber	O
um	APPR	um	O
uns	PPER	wir	O
,	$,	,	O
um	KOUI	um	O
die	ART	die	O
Zukunft	NN	Zukunft	O
eines	ART	eine	O
jahrzehntelangen	ADJA	jahrzehntelang	O
Aufbauwerks	NN	Aufbauwerks	O
der	ART	die	B-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
,	$,	,	O
um	KOUI	um	O
seine	PPOSAT	sein	O
Vertiefung	NN	Vertiefung	O
,	$,	,	O
das	PRELS	die	O
mit	APPR	mit	O
der	ART	die	O
Abgabe	NN	Abgabe	O
von	APPR	von	O
Souveränitätsrechten	NN	Souveränitätsrecht	O
verbunden	VVPP	verbinden	O
ist	VAFIN	sein	O
.	$.	.	O

Dass	KOUS	dass	O
es	PPER	es	O
um	APPR	um	O
uns	PPER	wir	O
geht	VVFIN	gehen	O
,	$,	,	O
dass	KOUS	dass	O
es	PPER	es	O
um	APPR	um	O
unsere	PPOSAT	unser	O
Zukunft	NN	Zukunft	O
geht	VVFIN	gehen	O
,	$,	,	O
muss	VMFIN	müssen	O
in	APPR	in	O
einer	ART	eine	O
verantwortlichen	ADJA	verantwortlich	O
Weise	NN	Weise	O
und	KON	und	O
deutlich	ADJD	deutlich	O
ausgesprochen	VVPP	aussprechen	O
werden	VAINF	werden	O
.	$.	.	O

Darüber	PAV	darüber	O
gehen	VVFIN	gehen	O
Sie	PPER	Sie	O
leichtfertig	ADJD	leichtfertig	O
hinweg	PTKVZ	hinweg	O
.	$.	.	O

(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
CDU	NE	CDU	I-EntityORG
/	$(	/	I-EntityORG
CSU	NE	CSU	I-EntityORG
sowie	KON	sowie	O
bei	APPR	bei	O
Abgeordneten	NN	Abgeordnete	B-EntityPER
der	ART	die	I-EntityPER
FDP	NE	FDP	I-EntityPER
)	$(	)	O
Ich	PPER	ich	O
möchte	VMFIN	mögen	O
Giscard	NE	Giscard	B-EntityPER
D'Estaing	NE	D'Estaing	I-EntityPER
zitieren	VVFIN	zitieren	O
,	$,	,	O
der	PRELS	die	O
immerhin	ADV	immerhin	O
Präsident	NN	Präsident	B-EntityPER
des	ART	die	I-EntityPER
Europäischen	ADJA	europäisch	I-EntityPER
Verfassungskonvents	NN	Verfassungskonvents	I-EntityPER
war	VAFIN	sein	O
.	$.	.	O

In	APPR	in	O
der	ART	die	O
"	$(	"	B-EntityORG
FAZ	NE	FAZ	I-EntityORG
"	$(	"	I-EntityORG
vom	APPRART	von	O
26	CARD	26	O
.	$.	.	O

November	NN	November	O
sagte	VVFIN	sagen	O
er	PPER	er	O
:	$.	:	O
Was	PWS	was	O
mich	PPER	ich	O
am	APPRART	an	O
meisten	PIS	meiste	O
überrascht	VVPP	überraschen	O
,	$,	,	O
ist	VAFIN	sein	O
die	ART	die	O
Art	NN	Art	O
und	KON	und	O
Weise	NN	Weise	O
,	$,	,	O
in	APPR	in	O
der	PRELS	die	O
sich	PRF	sich	O
die	ART	die	O
meisten	PIAT	meist	O
europäischen	ADJA	europäisch	O
Politiker	NN	Politiker	O
in	APPR	in	O
eine	ART	eine	O
ideenlose	ADJA	ideenlos	O
Sackgasse	NN	Sackgasse	O
haben	VAFIN	haben	O
zwingen	VVINF	zwingen	O
lassen	VVINF	lassen	O
:	$.	:	O
Entweder	KON	entweder	O
man	PIS	man	O
bejaht	VVFIN	bejahen	O
die	ART	die	O
Eröffnung	NN	Eröffnung	O
von	APPR	von	O
Verhandlungen	NN	Verhandlung	O
,	$,	,	O
die	PRELS	die	O
in	APPR	in	O
eine	ART	eine	O
Aufnahme	NN	Aufnahme	O
der	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
in	APPR	in	O
die	ART	die	B-EntityORG
EU	NN	EU	I-EntityORG
münden	VVINF	münden	O
,	$,	,	O
oder	KON	oder	O
man	PIS	man	O
schlägt	VVFIN	schlagen	O
ihr	PPER	ihr	O
die	ART	die	O
Tür	NN	Türe	O
vor	APPR	vor	O
der	ART	die	O
Nase	NN	Nase	O
zu	PTKVZ	zu	O
.	$.	.	O

Wie	KOUS	wie	O
konnte	VMFIN	können	O
es	PPER	es	O
zu	APPR	zu	O
dieser	PDAT	dies	O
Ideenarmut	NN	Ideenarmut	O
,	$,	,	O
zu	APPR	zu	O
dieser	PDAT	dies	O
extremen	ADJA	extrem	O
Vereinfachung	NN	Vereinfachung	O
kommen	VVINF	kommen	O
?	$.	?	O

Anderswo	ADV	anderswo	O
versteht	VVFIN	verstehen	O
man	PIS	man	O
es	PPER	es	O
besser	ADJD	gut	O
,	$,	,	O
mit	APPR	mit	O
solchen	PIAT	solche	O
Fragen	NN	Frage	O
umzugehen	VVIZU	umgehen	O
.	$.	.	O
.	$.	.	O
.	$.	.	O

Ich	PPER	ich	O
habe	VAFIN	haben	O
dem	ART	die	O
an	APPR	an	O
dieser	PDAT	dies	O
Stelle	NN	Stelle	O
nichts	PIS	nichts	O
hinzuzufügen	VVIZU	hinzufügen	O
.	$.	.	O

Ich	PPER	ich	O
teile	VVFIN	teilen	O
die	ART	die	O
Meinung	NN	Meinung	O
von	APPR	von	O
Giscard	NE	Giscard	B-EntityPER
D'Estaing	NE	D'Estaing	I-EntityPER
vollkommen	ADJD	vollkommen	O
.	$.	.	O

(	$(	(	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
CDU	NE	CDU	I-EntityORG
/	$(	/	I-EntityORG
CSU	NE	CSU	I-EntityORG
-	$(	-	O
Zuruf	NN	Zuruf	O
vom	APPRART	von	O
BÜNDNIS	NN	Bündnis	B-EntityORG
90	CARD	90	I-EntityORG
/	$(	/	I-EntityORG
DIE	NN	DIE	I-EntityORG
GRÜNEN	NN	Grüne	I-EntityORG
:	$.	:	O
Noch	ADV	noch	O
ein	ART	eine	O
Zitat	NN	Zitat	O
!	$.	!	O

-	$(	-	O
Zuruf	NN	Zuruf	O
von	APPR	von	O
der	ART	die	B-EntityORG
SPD	NE	SPD	I-EntityORG
:	$.	:	O
Noch	ADV	noch	O
ein	ART	eine	O
Gedicht	NN	Gedicht	O
!	$.	!	O
)	$(	)	O

-	$(	-	O
Es	PPER	es	O
kann	VMFIN	können	O
ja	ADV	ja	O
sein	VAINF	sein	O
,	$,	,	O
dass	KOUS	dass	O
Ihnen	PPER	Sie	O
die	ART	die	O
Zitate	NN	Zitat	O
nicht	PTKNEG	nicht	O
passen	VVINF	passen	O
.	$.	.	O

Sie	PPER	Sie	O
müssen	VMFIN	müssen	O
sich	PRF	sich	O
mit	APPR	mit	O
der	ART	die	O
Realität	NN	Realität	O
aber	ADV	aber	O
schon	ADV	schon	O
auseinandersetzen	VVINF	auseinandersetzen	O
.	$.	.	O

Es	PPER	es	O
ist	VAFIN	sein	O
ja	ADV	ja	O
nicht	PTKNEG	nicht	O
schlimm	ADJD	schlimm	O
,	$,	,	O
dass	KOUS	dass	O
wir	PPER	wir	O
unterschiedlich	ADJD	unterschiedlich	O
argumentieren	VVINF	argumentieren	O
.	$.	.	O

(	$(	(	O
Uta	NE	Uta	B-EntityPER
Zapf	NN	Zapf	I-EntityPER
[	$(	[	O
SPD	NE	SPD	B-EntityORG
]	$(	]	O
:	$.	:	O
Auch	ADV	auch	O
wir	PPER	wir	O
haben	VAFIN	haben	O
nachher	ADV	nachher	O
noch	ADV	noch	O
ein	ART	eine	O
paar	PIAT	paar	O
Zitate	NN	Zitat	O
!	$.	!	O
)	$(	)	O

Ich	PPER	ich	O
sage	VVFIN	sagen	O
es	PPER	es	O
ganz	ADV	ganz	O
nüchtern	VVINF	nüchtern	O
:	$.	:	O
Mit	APPR	mit	O
einer	ART	eine	O
Entscheidung	NN	Entscheidung	O
in	APPR	in	O
der	ART	die	O
Form	NN	Form	O
,	$,	,	O
wie	KOUS	wie	O
sie	PPER	sie	O
morgen	ADV	morgen	O
aller	PIAT	alle	O
Voraussicht	NN	Voraussicht	O
nach	APPO	nach	O
getroffen	VVPP	treffen|triefen	O
wird	VAFIN	werden	O
,	$,	,	O
ist	VAFIN	sein	O
ein	ART	eine	O
Alles	PIS	alle	O
oder	KON	oder	O
Nichts	PIS	nichts	O
,	$,	,	O
ein	ART	eine	O
Entweder-oder	NN	Entweder-oder	O
,	$,	,	O
ein	ART	eine	O
Scheitern	NN	Scheitern	O
oder	KON	oder	O
eine	ART	eine	O
Vollmitgliedschaft	NN	Vollmitgliedschaft	O
verbunden	VVPP	verbinden	O
.	$.	.	O

Ich	PPER	ich	O
glaube	VVFIN	glauben	O
,	$,	,	O
dass	KOUS	dass	O
dies	PDS	dies	O
der	ART	die	O
geostrategischen	ADJA	geostrategischen	O
Aufgabe	NN	Aufgabe	O
Europas	NE	Europa	B-EntityORG
und	KON	und	O
der	ART	die	B-EntityORG
Politischen	ADJA	politisch	I-EntityORG
Union	NN	Union	I-EntityORG
nicht	PTKNEG	nicht	O
gerecht	VVPP	rechen	O
wird	VAFIN	werden	O
.	$.	.	O

Deshalb	PAV	deshalb	O
brauchen	VVFIN	brauchen	O
wir	PPER	wir	O
ein	ART	eine	O
durchdachtes	ADJA	durchdacht	O
Konzept	NN	Konzept	O
,	$,	,	O
das	PRELS	die	O
der	ART	die	B-EntityORG
Türkei	NE	Türkei	I-EntityORG
natürlich	ADV	natürlich	O
nicht	PTKNEG	nicht	O
die	ART	die	O
Tür	NN	Türe	O
vor	APPR	vor	O
der	ART	die	O
Nase	NN	Nase	O
zuschlägt	VVFIN	zuschlagen	O
.	$.	.	O

Sie	PPER	Sie	O
schlagen	VVFIN	schlagen	O
die	ART	die	O
Möglichkeit	NN	Möglichkeit	O
eines	ART	eine	O
dritten	ADJA	dritt	O
Weges	NN	Weg	O
aus	PTKVZ	aus	O
.	$.	.	O

Als	KOKOM	als	O
Opposition	NN	Opposition	B-EntityORG
können	VMFIN	können	O
wir	PPER	wir	O
diese	PDAT	dies	O
Entscheidung	NN	Entscheidung	O
nicht	PTKNEG	nicht	O
verhindern	VVINF	verhindern	O
;	$.	;	O
wir	PPER	wir	O
werden	VAFIN	werden	O
aber	ADV	aber	O
(	$(	(	O
Zuruf	NN	Zuruf	O
von	APPR	von	O
der	ART	die	B-EntityORG
SPD	NE	SPD	I-EntityORG
:	$.	:	O
Wahlkampf	NN	Wahlkampf	O
machen	VVINF	machen	O
!	$.	!	O
)	$(	)	O

mit	APPR	mit	O
der	ART	die	O
Bevölkerung	NN	Bevölkerung	O
in	APPR	in	O
diesem	PDAT	dies	B-EntityLOC
Lande	NN	Land	I-EntityLOC
über	APPR	über	O
die	ART	die	O
Folgen	NN	Folge	O
einer	ART	eine	O
solchen	PIAT	solche	O
Entscheidung	NN	Entscheidung	O
für	APPR	für	O
Europa	NE	Europa	B-EntityORG
und	KON	und	O
für	APPR	für	O
die	ART	die	O
Gesamtlage	NN	Gesamtlage	O
weiter	ADV	weiter	O
sprechen	VVINF	sprechen	O
.	$.	.	O

Es	PPER	es	O
ist	VAFIN	sein	O
für	APPR	für	O
mich	PRF	ich	O
und	KON	und	O
für	APPR	für	O
uns	PPER	wir	O
wichtig	ADJD	wichtig	O
-	$(	-	O
das	PDS	die	O
macht	VVFIN	machen	O
die	ART	die	O
Bedeutung	NN	Bedeutung	O
Europas	NE	Europa	B-EntityORG
aus	PTKVZ	aus	O
-	$(	-	O
,	$,	,	O
dass	KOUS	dass	O
die	ART	die	B-EntityORG
Politische	ADJA	politisch	I-EntityORG
Union	NN	Union	I-EntityORG
der	ART	die	I-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
weitergeführt	VVPP	weiterführen	O
werden	VAINF	werden	O
kann	VMFIN	können	O
,	$,	,	O
dass	KOUS	dass	O
sie	PPER	sie	O
nicht	PTKNEG	nicht	O
in	APPR	in	O
Gefahr	NN	Gefahr	O
gerät	VVFIN	geraten	O
und	KON	und	O
dass	KOUS	dass	O
wir	PPER	wir	O
trotzdem	PAV	trotzdem	O
unseren	PPOSAT	unser	O
geostrategischen	ADJA	geostrategischen	O
Aufgaben	NN	Aufgabe	O
gerecht	VVPP	rechen	O
werden	VAINF	werden	O
,	$,	,	O
nicht	PTKNEG	nicht	O
als	KOKOM	als	O
Europa	NE	Europa	B-EntityORG
gegen	APPR	gegen	O
Amerika	NE	Amerika	B-EntityORG
,	$,	,	O
sondern	KON	sondern	O
in	APPR	in	O
den	ART	die	O
gemeinsamen	ADJA	gemeinsam	O
Bündnissen	NN	Bündnis	O
.	$.	.	O

Deshalb	PAV	deshalb	O
werden	VAFIN	werden	O
wir	PPER	wir	O
diese	PDAT	dies	O
Debatte	NN	Debatte	O
2005	CARD	2005	O
und	KON	und	O
2006	CARD	@card@	O
weiterführen	VVINF	weiterführen	O
.	$.	.	O

Anhand	APPR	anhand	O
des	ART	die	O
Sachstandes	NN	Sachstandes	O
,	$,	,	O
den	PRELS	die	O
wir	PPER	wir	O
2006	CARD	@card@	O
,	$,	,	O
wenn	KOUS	wenn	O
wir	PPER	wir	O
an	APPR	an	O
der	ART	die	B-EntityORG
Regierung	NN	Regierung	I-EntityORG
sind	VAFIN	sein	O
,	$,	,	O
vorfinden	VVINF	vorfinden	O
,	$,	,	O
(	$(	(	O
Lachen	NN	Lache|Lachen	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
SPD	NE	SPD	I-EntityORG
und	KON	und	O
dem	ART	die	B-EntityORG
BÜNDNIS	NN	Bündnis	I-EntityORG
90	CARD	90	I-EntityORG
/	$(	/	I-EntityORG
DIE	NN	DIE	I-EntityORG
GRÜNEN	NN	Grüne	I-EntityORG
)	$(	)	O
werden	VAINF	werden	O
wir	PPER	wir	O
prüfen	VVINF	prüfen	O
,	$,	,	O
wie	KOUS	wie	O
wir	PPER	wir	O
unsere	PPOSAT	unser	O
Ideen	NN	Idee	O
,	$,	,	O
von	APPR	von	O
denen	PRELS	die	O
wir	PPER	wir	O
überzeugt	ADJD	überzeugt	O
sind	VAFIN	sein	O
,	$,	,	O
in	APPR	in	O
die	ART	die	O
Tat	NN	Tat	O
umsetzen	VVINF	umsetzen	O
können	VMINF	können	O
,	$,	,	O
(	$(	(	O
Franz	NE	Franz	B-EntityPER
Müntefering	NE	Müntefering	I-EntityPER
[	$(	[	O
SPD	NE	SPD	B-EntityORG
]	$(	]	O
:	$.	:	O
Pacta	NE	Pacta	O
sunt	VVFIN	sunt	O
servanda	NE	servanda	O
!	$.	!	O
)	$(	)	O

und	KON	und	O
zwar	ADV	zwar	O
genauso	ADV	genauso	O
verantwortlich	ADJD	verantwortlich	O
gegenüber	APPR	gegenüber	O
unseren	PPOSAT	unser	O
türkischen	ADJA	türkisch	O
Freunden	NN	Freund	O
wie	KOKOM	wie	O
verantwortlich	ADJD	verantwortlich	O
gegenüber	APPR	gegenüber	O
dem	ART	die	O
Friedenswerk	NN	Friedenswerk	O
der	ART	die	B-EntityORG
Europäischen	ADJA	europäisch	I-EntityORG
Union	NN	Union	I-EntityORG
.	$.	.	O

In	APPR	in	O
diesem	PDAT	dies	O
Sinne	NN	Sinn	O
werden	VAFIN	werden	O
wir	PPER	wir	O
weiterhin	ADV	weiterhin	O
handeln	VVINF	handeln	O
.	$.	.	O

Herzlichen	ADJA	herzlich	O
Dank	NN	Dank	O
.	$.	.	O

(	$(	(	O
Anhaltender	ADJA	anhaltend	O
Beifall	NN	Beifall	O
bei	APPR	bei	O
der	ART	die	B-EntityORG
CDU	NE	CDU	I-EntityORG
/	$(	/	I-EntityORG
